"Our results through the end of the century are generated based on today’s existing property numbers, property values, and related data (Zillow 2017).",,,,,,,,,,,,,,
ZIP Codes are defined by US Census Bureau ZIP Code Tabulation Areas.,,,,,,,,,,,,,,
"In some cases, our underlying source datasets may not reflect all local features such as recently-constructed seawalls and locally-controlled levees. In those cases, the flood-mitigating effects of such structures may not be reflected in the projected degree of flooding.",,,,,,,,,,,,,,
Year,Projection,State,ZIP Code, Homes at Risk ,Value at Risk,Property Tax at Risk, Population currently housed in at risk homes , Total Homes ,Total Value,Total Property Tax, Total Population ,,,
2030,NCAH,FL,32102, 14 ,"$2,847,927","$44,599", 18 ," 2,599 ","$250,939,160","$3,341,485"," 2,565 ",,,
2030,NCAH,FL,32189, 120 ,"$12,182,275","$195,779", 194 ," 8,333 ","$277,271,782","$4,466,894"," 5,807 ",,,
2030,NCAH,FL,32725, 1 ,$1,$0, 2 ," 20,904 ","$2,095,605,461","$31,724,424"," 44,905 ",,,
2030,NCAH,FL,34236, 2 ,"$7,542,900","$95,309", 2 ," 9,358 ","$6,465,445,700","$87,960,508"," 12,394 ",,,
2030,NCAH,FL,33760, 1 ,"$405,965","$5,139", 2 ," 5,414 ","$1,351,007,116","$20,642,291"," 15,133 ",,,
2030,NCAH,FL,32720, 4 ,"$685,294","$13,185", 8 ," 16,170 ","$1,994,947,382","$28,389,985"," 29,700 ",,,
2030,NCAH,FL,32210, 4 ,"$879,690","$14,824", 9 ," 23,397 ","$5,699,655,412","$64,361,358"," 59,080 ",,,
2030,NCAH,FL,32541, 1 ,"$918,036","$11,925", 1 ," 17,407 ","$6,013,075,564","$68,623,037"," 15,565 ",,,
2030,NCAH,FL,32224, 31 ,"$5,662,794","$89,042", 67 ," 13,796 ","$11,339,966,046","$116,034,418"," 38,934 ",,,
2030,NCAH,FL,32225, 11 ,"$29,027",$309, 27 ," 20,501 ","$6,860,721,364","$83,794,430"," 52,485 ",,,
2030,NCAH,FL,32759, 2 ,"$573,420","$9,666", 3 ," 6,196 ","$246,111,880","$3,433,463"," 2,871 ",,,
2030,NCAH,FL,33189, 5 ,"$4,471,285","$76,308", 13 ," 7,887 ","$1,763,395,528","$24,213,463"," 23,828 ",,,
2030,NCAH,FL,32136, 294 ,"$70,094,483","$1,065,281", 413 ," 6,063 ","$1,077,033,126","$17,175,427"," 7,080 ",,,
2030,NCAH,FL,34231, 2 ,"$988,900","$13,545", 3 ," 16,976 ","$4,428,086,100","$51,569,792"," 30,268 ",,,
2030,NCAH,FL,33770, 3 ,"$2,537,480","$33,507", 5 ," 9,580 ","$2,042,906,572","$28,527,686"," 25,281 ",,,
2030,NCAH,FL,34205, 8 ,"$2,152,218","$25,855", 14 ," 13,320 ","$2,004,397,090","$21,120,525"," 29,656 ",,,
2030,NCAH,FL,33924, 152 ,"$132,525,574","$1,899,679", 54 ," 1,699 ","$1,917,970,012","$26,176,162", 761 ,,,
2030,NCAH,FL,33903, 40 ,"$7,745,430","$104,200", 56 ," 11,273 ","$1,939,042,502","$24,138,480"," 20,776 ",,,
2030,NCAH,FL,33150, 6 ,"$710,008","$8,779", 16 ," 6,786 ","$1,196,042,385","$17,812,385"," 27,811 ",,,
2030,NCAH,FL,33070, 297 ,"$94,981,040","$1,006,951", 379 ," 4,034 ","$1,578,946,659","$14,520,831"," 5,344 ",,,
2030,NCAH,FL,33136, 4 ,"$3,545,772","$42,853", 8 ," 2,891 ","$2,364,704,308","$16,006,684"," 13,791 ",,,
2030,NCAH,FL,33139," 1,584 ","$610,767,680","$8,584,661"," 1,859 "," 27,698 ","$27,497,946,442","$405,286,272"," 38,613 ",,,
2030,NCAH,FL,33156, 11 ,"$18,742,030","$246,024", 27 ," 13,091 ","$12,406,441,253","$170,974,673"," 31,315 ",,,
2030,NCAH,FL,33458, 6 ,"$4,487,030","$54,700", 14 ," 22,275 ","$8,192,930,585","$126,859,888"," 49,396 ",,,
2030,NCAH,FL,33133, 15 ,"$36,854,687","$558,184", 29 ," 14,135 ","$9,971,148,583","$152,284,922"," 31,926 ",,,
2030,NCAH,FL,33777, 1 ,"$2,250,000","$47,520", 2 ," 7,957 ","$1,657,465,410","$22,298,539"," 17,140 ",,,
2030,NCAH,FL,32205, 1 ,"$466,850","$8,879", 2 ," 12,674 ","$2,420,833,661","$30,516,230"," 28,225 ",,,
2030,NCAH,FL,34653, 21 ,"$2,121,710","$35,396", 37 ," 19,636 ","$22,139,388,346","$78,626,320"," 30,756 ",,,
2030,NCAH,FL,33487, 14 ,"$8,247,449","$93,317", 21 ," 12,032 ","$6,137,583,555","$99,411,200"," 16,421 ",,,
2030,NCAH,FL,32187, 28 ,"$2,596,888","$37,401", 56 ," 1,216 ","$106,684,580","$1,129,260"," 1,713 ",,,
2030,NCAH,FL,33477, 2 ,"$1,637,079","$24,409", 2 ," 11,571 ","$5,914,324,884","$97,553,436"," 13,074 ",,,
2030,NCAH,FL,34957, 300 ,"$48,224,490","$798,117", 365 ," 15,515 ","$3,484,533,060","$48,089,885"," 22,257 ",,,
2030,NCAH,FL,32218, 2 ,"$500,284","$5,322", 5 ," 24,081 ","$8,643,699,782","$73,272,949"," 53,473 ",,,
2030,NCAH,FL,33455, 64 ,"$38,655,230","$448,773", 107 ," 11,974 ","$5,195,057,790","$65,046,731"," 19,980 ",,,
2030,NCAH,FL,34139, 5 ,"$1,578,905","$28,672", 5 , 943 ,"$133,367,260","$1,691,358", 561 ,,,
2030,NCAH,GA,31320, 158 ,"$32,615,465","$433,881", 316 ," 7,956 ","$767,912,471","$7,205,154"," 8,794 ",,,
2030,NCAH,GA,31525, 299 ,"$44,495,900","$363,125", 668 ," 12,018 ","$1,661,849,049","$13,042,311"," 28,247 ",,,
2030,NCAH,GA,31568, 1 ,"$235,044","$1,889", 2 ," 1,682 ","$111,576,346","$855,709"," 1,273 ",,,
2030,NCAH,GA,31324, 82 ,"$19,888,230","$186,307", 214 ," 11,625 ","$2,482,476,833","$24,207,481"," 20,495 ",,,
2030,NCAH,GA,31569, 27 ,"$5,728,681","$58,945", 62 ," 3,675 ","$372,551,081","$3,206,097"," 5,580 ",,,
2030,NCAH,GA,31323, 1 ,"$1,339,515","$18,469", 2 ," 1,632 ","$138,657,569","$1,514,702"," 1,762 ",,,
2030,NCAH,GA,31537, 1 ,"$2,165",$21, 2 ," 4,893 ","$407,602,356","$2,804,119"," 10,097 ",,,
2030,NCAH,GA,31331, 14 ,"$2,281,644","$18,521", 20 ," 7,574 ","$599,250,924","$5,407,380"," 7,856 ",,,
2030,NCAH,GA,31558, 124 ,"$31,558,728","$306,143", 279 ," 8,378 ","$1,337,380,066","$12,405,407"," 20,373 ",,,
2030,NCAH,GA,31565, 14 ,"$2,256,780","$17,482", 25 ," 2,696 ","$185,212,168","$1,719,968"," 1,841 ",,,
2030,NCAH,GA,31419, 166 ,"$35,116,132","$540,949", 366 ," 18,751 ","$3,959,421,873","$52,294,984"," 50,954 ",,,
2030,NCAH,GA,31548, 84 ,"$15,751,502","$174,779", 206 ," 9,307 ","$1,186,926,373","$13,381,172"," 20,020 ",,,
2030,NCAH,GA,31410, 167 ,"$44,266,816","$557,002", 363 ," 10,555 ","$2,814,790,381","$33,976,549"," 23,654 ",,,
2030,NCAH,GA,31561, 52 ,"$99,419,200","$923,096", 18 ," 1,008 ","$1,937,736,252","$17,783,858", 298 ,,,
2030,NCAH,GA,31527, 39 ,"$7,286,400","$54,863", 39 , 935 ,"$499,417,943","$2,369,724", 805 ,,,
2030,NCAH,GA,31523, 745 ,"$178,632,060","$1,304,619"," 1,809 "," 8,177 ","$1,152,263,507","$8,510,270"," 13,229 ",,,
2030,NCAH,GA,31327, 3 ,"$432,873","$3,829", 2 , 3 ,"$432,873","$3,829", 195 ,,,
2030,NCAH,GA,31401, 11 ,"$30,103,100","$378,990", 18 ," 9,126 ","$4,391,313,883","$64,838,511"," 21,696 ",,,
2030,NCAH,GA,31408, 26 ,"$2,822,800","$32,040", 63 ," 3,679 ","$2,209,589,676","$16,452,945"," 9,952 ",,,
2030,NCAH,GA,31411, 36 ,"$22,122,000","$368,044", 69 ," 4,770 ","$2,220,923,862","$28,464,578"," 8,384 ",,,
2030,NCAH,GA,31407, 6 ,"$714,100","$6,805", 14 ," 5,866 ","$1,644,466,162","$17,408,355"," 7,244 ",,,
2030,NCAH,GA,31415, 43 ,"$934,100","$23,179", 93 ," 6,140 ","$781,313,351","$12,183,809"," 12,091 ",,,
2030,NCAH,GA,31404, 26 ,"$38,410,477","$780,462", 57 ," 11,753 ","$1,896,903,957","$26,114,829"," 31,024 ",,,
2030,NCAH,GA,31522," 1,147 ","$561,541,800","$4,756,712"," 1,492 "," 13,752 ","$4,790,051,453","$37,523,251"," 14,447 ",,,
2030,NCAH,GA,31406, 26 ,"$17,336,700","$263,035", 58 ," 13,211 ","$3,482,797,765","$47,391,997"," 33,965 ",,,
2030,NCAH,GA,31305, 66 ,"$13,836,883","$128,581", 122 ," 3,487 ","$313,789,463","$2,701,340"," 5,989 ",,,
2030,NCAH,GA,31328, 371 ,"$124,228,032","$1,462,804", 334 ," 4,037 ","$1,490,899,780","$19,200,744"," 3,306 ",,,
2030,NCAH,GA,31405, 17 ,"$1,539,900","$21,208", 37 ," 14,864 ","$3,288,848,430","$48,932,803"," 37,207 ",,,
2030,NCAH,GA,31520, 275 ,"$44,651,819","$549,805", 589 ," 10,755 ","$1,241,035,489","$10,640,530"," 22,336 ",,,
2030,NCAH,LA,70344," 1,338 ","$83,984,717","$363,627"," 3,190 "," 4,057 ","$209,719,070","$1,269,797"," 6,143 ",,,
2030,NCAH,LA,70352, 77 ,"$4,903,067","$18,468", 172 , 125 ,"$6,146,650","$28,734", 205 ,,,
2030,NCAH,LA,70449, 728 ,"$59,475,900","$399,842"," 1,250 "," 2,200 ","$182,151,761","$1,324,638"," 3,611 ",,,
2030,NCAH,LA,70548, 118 ,"$7,041,124","$72,825", 240 ," 5,651 ","$293,115,147","$2,886,327"," 10,353 ",,,
2030,NCAH,LA,70454, 33 ,"$3,752,814","$34,944", 80 ," 12,475 ","$1,321,567,404","$7,636,770"," 24,954 ",,,
2030,NCAH,LA,70754, 9 ,"$590,900","$3,311", 23 ," 4,424 ","$376,691,027","$2,382,071"," 10,170 ",,,
2030,NCAH,LA,70052, 1 ,"$232,750","$2,525", 3 ," 1,515 ","$159,306,131","$1,819,614"," 3,795 ",,,
2030,NCAH,LA,70510, 331 ,"$18,498,393","$194,591", 771 ," 12,758 ","$840,088,405","$7,748,714"," 25,313 ",,,
2030,NCAH,LA,70546, 10 ,"$683,449","$7,579", 24 ," 8,295 ","$654,450,843","$7,501,549"," 16,425 ",,,
2030,NCAH,LA,70764, 48 ,"$3,436,700","$20,172", 111 ," 7,197 ","$814,530,293","$6,468,326"," 17,584 ",,,
2030,NCAH,LA,70538, 383 ,"$31,994,105","$486,987", 874 ," 15,591 ","$713,744,746","$12,353,387"," 14,844 ",,,
2030,NCAH,LA,70542, 42 ,"$3,061,480","$31,337", 74 ," 2,870 ","$117,162,636","$1,264,406"," 3,435 ",,,
2030,NCAH,LA,70559, 5 ,"$159,400","$1,488", 12 ," 1,894 ","$64,464,683","$450,771"," 2,943 ",,,
2030,NCAH,LA,70560, 137 ,"$9,710,000","$71,128", 331 ," 19,173 ","$1,031,917,140","$20,422,024"," 42,022 ",,,
2030,NCAH,LA,70040, 60 ,"$1,823,390","$11,958", 134 , 666 ,"$29,926,082","$241,908"," 1,604 ",,,
2030,NCAH,LA,70124, 1 ,"$348,100","$2,870", 2 ," 9,956 ","$3,513,711,830","$40,100,193"," 16,824 ",,,
2030,NCAH,LA,70526, 1 ,"$32,200",$100, 2 ," 7,976 ","$654,070,593","$3,186,681"," 19,206 ",,,
2030,NCAH,LA,70085, 192 ,"$14,502,450","$166,226", 358 ," 3,196 ","$588,879,948","$7,959,231"," 4,427 ",,,
2030,NCAH,LA,70663, 5 ,"$152,200","$1,768", 12 ," 15,725 ","$1,452,315,916","$18,641,713"," 28,150 ",,,
2030,NCAH,LA,70357, 198 ,"$31,379,600","$399,013", 382 ," 1,891 ","$117,994,330","$2,220,611"," 3,043 ",,,
2030,NCAH,LA,70726, 1 ,"$234,100","$1,650", 3 ," 20,492 ","$2,546,863,944","$20,185,534"," 50,583 ",,,
2030,NCAH,LA,70340, 27 ,"$495,230","$2,555", 92 , 55 ,"$767,520","$4,716", 109 ,,,
2030,NCAH,LA,70091, 25 ,"$4,818,617","$31,795", 25 , 176 ,"$22,293,589","$181,429", 278 ,,,
2030,NCAH,LA,70632, 143 ,"$8,257,474","$75,116", 244 , 809 ,"$27,858,827","$219,251", 371 ,,,
2030,NCAH,LA,70537, 1 ,"$11,600",$117, 2 , 268 ,"$12,826,934","$57,155", 541 ,,,
2030,NCAH,LA,70643, 107 ,"$9,111,503","$65,915", 171 , 886 ,"$44,614,859","$157,113", 352 ,,,
2030,NCAH,LA,70788, 1 ,"$50,000",$150, 2 ," 1,549 ","$133,253,405","$1,313,035"," 4,051 ",,,
2030,NCAH,LA,70774, 291 ,"$23,622,400","$247,735", 724 ," 4,175 ","$371,684,010","$4,147,705"," 10,076 ",,,
2030,NCAH,LA,70737, 9 ,"$2,049,500","$22,283", 23 ," 16,242 ","$2,242,357,700","$27,389,244"," 38,643 ",,,
2030,NCAH,LA,70071, 1 ,"$444,187","$4,618", 2 ," 1,509 ","$152,319,703","$1,725,189"," 3,653 ",,,
2030,NCAH,LA,70374, 960 ,"$69,074,199","$467,528"," 2,391 "," 3,153 ","$231,166,250","$2,074,749"," 7,125 ",,,
2030,NCAH,LA,70607, 107 ,"$20,168,766","$208,025", 239 ," 10,789 ","$1,128,092,228","$12,365,771"," 25,560 ",,,
2030,NCAH,LA,70631, 285 ,"$18,946,160","$162,711", 482 ," 2,991 ","$193,066,372","$1,116,116", 962 ,,,
2030,NCAH,LA,70461, 398 ,"$64,566,935","$846,633"," 1,010 "," 11,081 ","$1,885,708,161","$22,531,582"," 27,818 ",,,
2030,NCAH,LA,70397, 385 ,"$25,478,000","$116,943", 792 ," 1,019 ","$59,240,819","$406,932"," 1,365 ",,,
2030,NCAH,LA,70083, 165 ,"$17,417,160","$114,135", 316 ," 1,274 ","$113,646,093","$892,210"," 2,353 ",,,
2030,NCAH,LA,70039, 292 ,"$28,454,440","$205,781", 736 , 983 ,"$62,577,010","$885,578"," 2,460 ",,,
2030,NCAH,LA,70591, 4 ,"$373,294","$3,686", 9 ," 3,320 ","$174,539,518","$1,906,146"," 5,299 ",,,
2030,NCAH,LA,70645, 229 ,"$35,299,563","$433,443", 404 ," 2,233 ","$116,705,497","$1,176,748"," 1,262 ",,,
2030,NCAH,LA,70448, 106 ,"$38,679,183","$517,334", 271 ," 10,024 ","$2,154,907,380","$23,919,701"," 24,851 ",,,
2030,NCAH,LA,70030," 1,456 ","$137,207,368","$873,879"," 3,744 "," 1,892 ","$143,143,460","$1,049,272"," 4,585 ",,,
2030,NCAH,LA,70353, 346 ,"$16,255,417","$68,999", 778 ," 1,391 ","$62,706,201","$476,492"," 1,402 ",,,
2030,NCAH,LA,70363, 706 ,"$41,475,457","$171,787"," 1,878 "," 10,322 ","$958,738,132","$6,491,886"," 26,513 ",,,
2030,NCAH,LA,70733, 84 ,"$4,934,700","$29,084", 182 , 842 ,"$61,563,801","$405,321"," 1,621 ",,,
2030,NCAH,LA,70471, 19 ,"$3,205,130","$33,365", 47 ," 8,652 ","$2,512,551,971","$31,698,812"," 21,383 ",,,
2030,NCAH,LA,70445, 205 ,"$31,117,300","$387,703", 476 ," 5,008 ","$606,793,135","$6,973,652"," 10,840 ",,,
2030,NCAH,LA,70372, 16 ,"$1,625,600","$16,012", 38 ," 1,164 ","$80,120,515","$887,423"," 2,518 ",,,
2030,NCAH,LA,70051, 11 ,"$336,970","$4,681", 27 ," 1,098 ","$55,748,820","$655,665"," 2,518 ",,,
2030,NCAH,LA,70359, 4 ,"$652,700","$3,075", 11 ," 3,334 ","$339,861,297","$2,454,369"," 8,408 ",,,
2030,NCAH,LA,70611, 31 ,"$2,566,990","$23,278", 79 ," 9,853 ","$1,399,833,540","$17,648,198"," 19,256 ",,,
2030,NCAH,LA,70377, 701 ,"$36,396,033","$171,433"," 1,841 "," 2,350 ","$102,466,367","$562,755"," 4,403 ",,,
2030,NCAH,LA,70433, 58 ,"$17,886,260","$208,111", 136 ," 16,021 ","$4,010,773,155","$49,358,285"," 31,133 ",,,
2030,NCAH,LA,70763, 13 ,"$3,071,741","$32,344", 36 ," 1,715 ","$240,669,503","$2,596,668"," 3,816 ",,,
2030,NCAH,LA,70533, 51 ,"$3,300,327","$33,456", 122 ," 3,564 ","$188,991,776","$1,787,314"," 7,385 ",,,
2030,NCAH,LA,70668, 4 ,"$209,760","$2,945", 9 ," 4,985 ","$278,067,475","$4,252,732"," 6,424 ",,,
2030,NCAH,LA,70669, 11 ,"$692,400","$7,788", 26 ," 6,592 ","$576,415,251","$7,000,187"," 10,131 ",,,
2030,NCAH,LA,70665, 63 ,"$4,650,480","$57,363", 162 ," 6,736 ","$780,987,323","$12,412,388"," 10,743 ",,,
2030,NCAH,LA,70556, 1 ,"$33,500",$312, 2 , 108 ,"$5,516,967","$52,642", 331 ,,,
2030,NCAH,LA,70778, 80 ,"$5,578,100","$63,341", 195 ," 1,048 ","$94,864,900","$1,223,276"," 2,291 ",,,
2030,NCAH,LA,70080, 435 ,"$37,065,049","$222,557"," 1,094 ", 584 ,"$39,074,280","$393,209"," 1,556 ",,,
2030,NCAH,LA,70084, 8 ,"$474,450","$4,698", 20 ," 2,988 ","$173,992,330","$2,944,262"," 7,552 ",,,
2030,NCAH,LA,70090, 305 ,"$25,836,429","$269,884", 769 ," 3,653 ","$296,876,345","$3,314,171"," 7,671 ",,,
2030,NCAH,LA,70057, 7 ,"$2,684,940","$25,494", 17 ," 1,658 ","$156,453,360","$2,142,808"," 4,719 ",,,
2030,NCAH,LA,70615, 25 ,"$1,861,250","$14,014", 59 ," 7,480 ","$653,600,838","$9,033,876"," 14,335 ",,,
2030,NCAH,LA,70630, 24 ,"$1,771,184","$13,756", 59 ," 1,240 ","$52,245,323","$561,435"," 1,440 ",,,
2030,NCAH,LA,70605, 88 ,"$12,793,000","$122,765", 203 ," 16,284 ","$2,963,536,933","$30,379,202"," 32,741 ",,,
2030,NCAH,LA,70601, 29 ,"$5,761,440","$61,319", 60 ," 22,029 ","$2,296,186,952","$29,295,574"," 32,384 ",,,
2030,NCAH,LA,70458, 714 ,"$81,552,747","$1,015,153"," 1,638 "," 16,148 ","$2,418,577,508","$32,188,922"," 35,077 ",,,
2030,NCAH,LA,70447, 48 ,"$9,021,420","$101,480", 127 ," 6,326 ","$1,463,299,751","$16,494,433"," 10,150 ",,,
2030,NCAH,LA,70070," 1,383 ","$266,019,396","$2,053,748"," 3,656 "," 5,092 ","$742,763,070","$12,706,928"," 12,471 ",,,
2030,NCAH,LA,70072, 212 ,"$20,519,100","$114,608", 556 ," 21,556 ","$2,053,134,230","$23,421,440"," 56,344 ",,,
2030,NCAH,LA,70068, 318 ,"$40,126,839","$273,097", 853 ," 13,676 ","$1,445,897,250","$13,156,437"," 34,101 ",,,
2030,NCAH,LA,70360, 406 ,"$93,223,499","$586,267", 986 ," 11,296 ","$2,151,088,148","$16,165,404"," 26,429 ",,,
2030,NCAH,LA,70373, 476 ,"$37,776,999","$277,035"," 1,218 "," 3,306 ","$221,477,250","$2,241,210"," 7,141 ",,,
2030,NCAH,LA,70364," 1,351 ","$135,553,066","$723,766"," 3,372 "," 11,383 ","$1,152,151,043","$7,542,718"," 30,503 ",,,
2030,NCAH,LA,70358, 352 ,"$35,185,799","$221,119", 233 ," 2,538 ","$41,867,300","$2,070,967"," 1,296 ",,,
2030,NCAH,LA,70460, 361 ,"$50,614,969","$588,335", 907 ," 9,251 ","$1,109,041,448","$12,915,091"," 22,096 ",,,
2030,NCAH,LA,70301," 2,280 ","$184,686,747","$1,370,937"," 5,436 "," 17,872 ","$1,785,884,622","$15,590,766"," 43,037 ",,,
2030,NCAH,LA,70339, 710 ,"$58,569,580","$629,908"," 1,260 "," 4,120 ","$387,051,615","$3,618,614"," 6,033 ",,,
2030,NCAH,LA,70462, 286 ,"$38,510,214","$272,165", 574 ," 3,327 ","$287,357,437","$1,918,002"," 5,699 ",,,
2030,NCAH,LA,70341, 18 ,"$942,800","$9,224", 43 ," 2,031 ","$135,671,568","$1,289,488"," 4,449 ",,,
2030,NCAH,LA,70355, 179 ,"$10,522,700","$95,723", 477 , 504 ,"$31,584,800","$351,878"," 1,041 ",,,
2030,NCAH,LA,70356, 664 ,"$37,349,600","$147,316"," 1,575 "," 1,135 ","$79,921,247","$495,726"," 2,484 ",,,
2030,NCAH,LA,70129, 155 ,"$26,678,380","$298,013", 410 ," 4,542 ","$956,605,160","$6,185,947"," 9,064 ",,,
2030,NCAH,LA,70390, 114 ,"$3,729,900","$37,769", 265 ," 3,439 ","$416,669,579","$2,559,588"," 6,969 ",,,
2030,NCAH,LA,70544, 11 ,"$502,290","$3,757", 27 ," 7,478 ","$300,580,181","$3,450,780"," 11,677 ",,,
2030,NCAH,LA,70549, 16 ,"$1,379,223","$15,710", 33 ," 2,393 ","$139,261,716","$1,654,475"," 3,948 ",,,
2030,NCAH,LA,70380, 898 ,"$65,657,063","$717,984"," 2,020 "," 15,805 ","$1,812,582,175","$25,071,189"," 22,928 ",,,
2030,NCAH,LA,70528, 67 ,"$4,773,450","$35,461", 156 ," 1,254 ","$55,060,583","$522,612"," 2,333 ",,,
2030,NCAH,LA,70394," 1,921 ","$149,939,348","$1,206,861"," 4,851 "," 6,500 ","$539,441,490","$4,816,099"," 14,328 ",,,
2030,NCAH,LA,70395, 96 ,"$5,882,300","$20,397", 257 ," 2,176 ","$256,406,857","$1,712,517"," 4,658 ",,,
2030,NCAH,LA,70067, 841 ,"$94,769,569","$516,573"," 2,096 "," 1,523 ","$85,765,170","$1,558,012"," 2,757 ",,,
2030,NCAH,LA,70343, 195 ,"$11,755,500","$64,737", 546 ," 2,186 ","$227,960,051","$1,298,547"," 5,504 ",,,
2030,NCAH,LA,70036, 229 ,"$20,281,500","$111,699", 450 , 738 ,"$51,724,500","$512,680"," 1,227 ",,,
2030,NCAH,ME,04654, 1 ,"$160,700","$3,262", 2 ," 2,835 ","$101,866,646","$3,938,591"," 3,424 ",,,
2030,NCAH,ME,04605, 15 ,"$4,171,900","$83,834", 24 ," 13,924 ","$1,098,468,350","$32,165,496"," 12,974 ",,,
2030,NCAH,ME,04677, 3 ,"$1,460,100","$11,827", 3 , 421 ,"$88,724,600","$843,257", 274 ,,,
2030,NCAH,ME,04066, 3 ,"$1,557,500","$9,969", 3 , 588 ,"$204,145,000","$1,436,111", 539 ,,,
2030,NCAH,ME,04858, 2 ,"$503,900","$6,641", 4 ," 1,190 ","$225,138,706","$3,372,738"," 1,533 ",,,
2030,NCAH,ME,04571, 3 ,"$1,361,900","$11,984", 4 , 139 ,"$38,314,200","$372,207", 323 ,,,
2030,NCAH,ME,03911, 2 ,"$3,127,400","$34,870", 2 , 275 ,"$218,011,200","$2,751,115", 250 ,,,
2030,NCAH,ME,04681, 1 ,"$327,500","$5,535", 1 ," 1,296 ","$85,464,000","$3,757,133"," 1,043 ",,,
2030,NCAH,ME,04863, 6 ,"$2,736,000","$30,972", 5 ," 1,665 ","$145,101,400","$5,700,919"," 1,165 ",,,
2030,NCAH,ME,03902, 2 ,"$1,075,300","$11,990", 3 ," 1,933 ","$659,973,100","$8,497,362"," 2,211 ",,,
2030,NCAH,ME,04568, 2 ,"$1,419,500","$4,756", 1 , 862 ,"$129,879,400","$1,923,373", 391 ,,,
2030,NCAH,ME,04551, 2 ,"$983,600","$12,393", 2 , 940 ,"$162,688,500","$2,303,110", 806 ,,,
2030,NCAH,ME,04101, 11 ,"$4,324,500","$91,292", 18 ," 4,578 ","$965,993,100","$45,094,949"," 17,227 ",,,
2030,NCAH,ME,04578, 3 ,"$1,131,769","$17,506", 5 ," 3,083 ","$476,014,144","$9,726,706"," 4,450 ",,,
2030,NCAH,ME,04544, 11 ,"$5,717,900","$50,317", 8 ," 1,177 ","$361,395,700","$3,685,195", 724 ,,,
2030,NCAH,ME,04556, 1 ,"$133,712","$2,032", 2 ," 1,171 ","$155,695,952","$3,227,173"," 1,249 ",,,
2030,NCAH,ME,04675, 1 ,"$118,900","$1,130", 1 , 257 ,"$235,617,800","$1,883,610", 253 ,,,
2030,NCAH,ME,04063, 124 ,"$36,340,000","$570,291", 79 , 576 ,"$162,472,300","$2,673,958", 412 ,,,
2030,NCAH,ME,04848, 7 ,"$4,220,200","$66,425", 5 ," 1,214 ","$75,307,300","$5,929,855", 566 ,,,
2030,NCAH,ME,03904, 2 ,"$736,500","$11,821", 4 ," 3,397 ","$737,867,000","$15,918,114"," 7,703 ",,,
2030,NCAH,ME,04860, 99 ,"$47,719,300","$400,840", 125 ," 1,703 ","$461,879,400","$4,275,095"," 1,591 ",,,
2030,NCAH,ME,04609, 1 ,"$469,000","$5,032", 1 ," 3,678 ","$963,556,700","$15,720,421"," 5,222 ",,,
2030,NCAH,ME,04974, 1 ,"$381,900","$9,127", 2 ," 1,958 ","$114,751,450","$5,015,557"," 2,611 ",,,
2030,NCAH,ME,04676, 1 ,"$436,400","$4,953", 2 ," 1,054 ","$105,834,200","$2,117,809"," 1,088 ",,,
2030,NCAH,ME,04345, 1 ,"$192,200","$4,132", 2 ," 5,925 ","$613,320,821","$13,202,795"," 11,646 ",,,
2030,NCAH,ME,04468, 5 ,"$390,800","$7,523", 11 ," 4,046 ","$350,634,560","$9,354,004"," 9,521 ",,,
2030,NCAH,ME,04981, 2 ,"$954,800","$18,714", 4 ," 2,103 ","$155,249,100","$4,450,011"," 2,316 ",,,
2030,NCAH,ME,04005, 13 ,"$7,240,500","$143,797", 26 ," 8,709 ","$1,797,948,780","$45,242,961"," 23,146 ",,,
2030,NCAH,ME,04614, 2 ,"$2,330,300","$22,604", 3 ," 2,235 ","$255,286,300","$5,882,353"," 2,579 ",,,
2030,NCAH,ME,04548, 7 ,"$1,274,200","$9,747", 7 ," 1,430 ","$407,729,900","$3,699,640"," 1,042 ",,,
2030,NCAH,ME,04655, 2 ,"$211,400","$3,847", 3 ," 1,011 ","$37,463,362","$1,573,631"," 1,119 ",,,
2030,NCAH,ME,04652, 2 ,"$212,599","$4,911", 2 ," 2,023 ","$67,232,499","$3,217,702"," 1,690 ",,,
2030,NCAH,ME,04684, 1 ,"$303,700","$2,597", 1 ," 1,612 ","$155,530,600","$2,725,070"," 1,466 ",,,
2030,NCAH,ME,04106, 1 ,"$633,100","$11,206", 2 ," 10,286 ","$1,976,778,600","$59,853,896"," 25,175 ",,,
2030,NCAH,ME,04438, 4 ,"$266,434","$3,477", 8 , 914 ,"$53,226,446","$1,161,692"," 1,124 ",,,
2030,NCAH,ME,04342, 1 ,"$150,059","$2,641", 2 ," 1,269 ","$109,508,778","$2,301,073"," 1,672 ",,,
2030,NCAH,ME,04843, 1 ,"$2,294,700","$35,774", 2 ," 3,194 ","$932,077,200","$17,439,405"," 4,851 ",,,
2030,NCAH,ME,04859, 3 ,"$1,429,200","$14,738", 4 , 560 ,"$174,273,700","$1,627,964", 724 ,,,
2030,NCAH,ME,04538, 9 ,"$4,218,000","$46,186", 9 ," 1,950 ","$367,066,100","$5,311,479"," 2,080 ",,,
2030,NCAH,ME,04421, 1 ,"$565,700","$5,402", 1 , 814 ,"$128,091,500","$2,911,141"," 1,366 ",,,
2030,NCAH,ME,04626, 3 ,"$479,619","$8,513", 4 , 568 ,"$27,839,947","$1,197,603", 507 ,,,
